,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
756,vkop4433,1982-07-31,South Carolina,POSITIVE,0.0,70.03,needed bright towels to liven up guest bath with no window  these towels do that  fun and colorful  good size  not heavy duty  but that is okay as they will not be used on a daily basis ,POSITIVE,99.93,SC,33.836081,-81.163725
757,jjls3124,1990-07-29,Virginia,POSITIVE,16.67,89.1,i bought this handtowel to add an extra splash of color and pattern to my kidsguest bathroom  it tied into the colors of surrounding rooms  it is vibrant  colorful  fun  and decorative  the size is nice too  it absorbs well ,POSITIVE,99.97,VA,37.431573,-78.656894
758,nhph3244,1994-07-28,Delaware,POSITIVE,16.67,95.5,im one of those guys whos head runs between sizes  i liked both the quality of this hat as well as the look  it seams to have enough rigidity that it should hold up to frequent use and still look nice  the hat was nice enough that i wanted to keep it  but in large  it was a bit too big  so the large went back to the store and i ordered the medium  i havent gotten it yet  so im hoping it will fit well  i just wish they still made this hat in different colors ,NEGATIVE,-91.0,DE,38.910832,-75.52767
759,xpmr3133,1972-08-02,Alaska,POSITIVE,50.0,98.66,my husband loves these dickies brand tshirts  he says they are the first ones he reaches for in his closet versus another brand he also has  they are made with a nice substantial weight fabric which washes and dries great and remains soft to the touch  i wash in cold water and dry on low setting for the first few times and never have an issue with shrinkage or color fading  they run true to size  my husband is 65 tall  weighs 270lbs and we order the 2xltall and they fit perfect for him  long enough in the sleeve and in torso length for tucking into pants and having them stay put  great price too with a sale and an additional  off coupon  yes you can buy other cheaper tshirts  but the dickies are well worth spending a little more for  as they are great quality  feel wonderful and will last much longer  only cons i can think of is that we wish there were more color choices and that we could get a dickies vneck tshirt that came with a chest pocket also  it seems impossible to find a vneck that also has the pocket  a pocket is a must for him ,POSITIVE,90.71,AK,63.588753,-154.493062
760,okri4233,1955-08-07,Oregon,POSITIVE,0.0,84.81,these have always been great for my husband  they last a long time and are great quality ,POSITIVE,99.99,OR,43.804133,-120.554201
761,vjmf3414,1966-08-04,Maryland,POSITIVE,50.0,69.08,i bought some of these last year for my husband and he likes them so much that he ask for more of them for christmas  wash up nicely too ,POSITIVE,99.92,MD,39.045755,-76.641271
762,khmq2342,1985-07-30,Connecticut,NEUTRAL,83.33,0.0,hold their shape and color does not fade i wash in hot water weekli,POSITIVE,99.48,CT,41.603221,-73.087749
763,gkns2333,1980-07-31,Tennessee,POSITIVE,33.33,90.62,excellent product  comfortable fit in any environment  nice color ,POSITIVE,99.98,TN,35.517491,-86.580447
764,brjz4431,1993-07-28,Wyoming,POSITIVE,16.67,95.21,my husband loves this shirt  he works as an advanced kiln fireman and sweats a lot  these shirts dont stink after being wornwashed several times and they hold their form  my husband is 64 and 260lbs  the big and tall fit is perfect  even after being in the dryer they are still long enough  he loved the first one so much he bought 6 more ,POSITIVE,99.48,WY,43.075968,-107.290284
765,xnpu1412,1963-08-05,Georgia,POSITIVE,16.67,80.54,my husband goes through shirts like most people go through ideas  i found this shirt online and crossed my fingers that it would be rugged enough to stand up to his punishment  it not only stood up but it stood at attention  i am so thankful ive found a place that i can get pocket tees for him that dont cost a mint ,POSITIVE,99.35,GA,32.157435,-82.907123
766,gaxa1231,1954-08-07,Mississippi,NEGATIVE,16.67,-63.9,my husband wears these shirts everyday for work  they wash well and are comfortable  but with almost every order of about 10 shirts size large  1 or 2 are about 2 sizes larger than the rest although they are marked as large  so slight inconvenience to have to return to the store or mess with shipping back ,NEGATIVE,-99.0,MS,32.354668,-89.398528
767,lttm1144,1981-07-31,Alaska,POSITIVE,50.0,73.51,the fit is perfect and the pattern is absolutely ador,POSITIVE,99.99,AK,63.588753,-154.493062
768,pebz4344,1974-08-02,Wyoming,POSITIVE,50.0,80.16,ordered these for my great grandbabies  they are very nice ,POSITIVE,99.98,WY,43.075968,-107.290284
769,ylfy4432,1964-08-04,Kansas,POSITIVE,16.67,25.0,the main reason i bought the gown was the cover up feature for the hands  newborns tend to scratch their face and this feature solves that problem  also  the length of the gown allows room for growth ,NEGATIVE,-99.0,KS,39.011902,-98.484246
770,cppg2214,1968-08-03,Kansas,POSITIVE,16.67,27.32,the blankets are well constructed and the fabric is a supersoft 100  cotton knit  they match the other carters layette pieces ,POSITIVE,99.93,KS,39.011902,-98.484246
771,awzt1433,1957-08-06,Guam,POSITIVE,16.67,91.37,bought this for a friends baby  i loved the soft material and the added sweater which is useful here in new england  she loved that the pink was not as bold as a lot of baby girl clothes  the snaps at the bottom are great for keeping the dress down but still making changing easy ,POSITIVE,99.74,GU,13.444304,144.793732
772,unlw1342,2000-07-26,Nebraska,POSITIVE,0.0,97.11,i love the comfort and quality  i bought these to be pajamas in warmer temperatures  but they would be so cute with pants  they are a very soft fabric and i love the very feminine and pretty colors and designs ,POSITIVE,99.97,NE,41.492537,-99.901813
773,ghef4142,1963-08-05,Delaware,POSITIVE,16.67,73.51,i have been using carters clothes and accessories for the past 5 years and found them to of excellent quality  wash after wash they look like new ,POSITIVE,99.89,DE,38.910832,-75.52767
774,ppth3124,1954-08-07,Arizona,POSITIVE,33.33,88.24,this is an adorable carters dress  the little jacket that comes with it is darling  the fabric is very soft  too cute for words ,POSITIVE,99.83,AZ,34.048928,-111.093731
775,wihb4212,1991-07-29,Massachusetts,POSITIVE,0.0,62.49,they are comfortable shoes to wear either for dress or casual wear ,POSITIVE,99.81,MA,42.407211,-71.382437
776,zyuz2443,1991-07-29,New Jersey,POSITIVE,33.33,62.49,these shoes are so comfy and they go great with jeans or short,POSITIVE,99.96,NJ,40.058324,-74.405661
777,wjfh4432,1997-07-27,Minor Outlying Islands,NEGATIVE,16.67,-64.98,these shoes are the most uncomfortable shoe ever  it took me a month to be able to wear them and not be in horrible pain  they leave marks all over your feet where the pain is  i havent been able to wear them since the snow  i finally had a chance to wear them again and it was like the first time i wore them  after a half hour i couldnt take it anymore  expensive shoe with a lot of pain  dont waste your money  ,NEGATIVE,-98.0,MO,28.2075,-177.35
778,wbxf2233,1979-08-01,Wisconsin,POSITIVE,16.67,14.82,my grandson will wear nothing but athletic fit jeans  he loves the fit and style  i have purchased several of these items for him and the only thing is that he wants one in dark black  the black ones i have are sort of dark grey in color  but other than that its the only jeans he will wear ,NEGATIVE,-99.0,WI,43.78444,-88.787868
779,gplu4132,1990-07-29,Idaho,POSITIVE,0.0,83.88,these are great for fitting thicker thighs and hips  so glad i found these ,POSITIVE,99.8,ID,44.068202,-114.742041
780,qrta1312,1950-08-08,Texas,POSITIVE,0.0,72.64,i bought it for my 11 years old son  fits very well and he loves it ,POSITIVE,99.99,TX,31.968599,-99.901813
781,gill2332,1982-07-31,New Jersey,POSITIVE,0.0,74.17,i love levis jeans and even though the size didnt fit  pennys has a very good return policy and i was able to return without incident  will purchase another size ,POSITIVE,99.12,NJ,40.058324,-74.405661
782,ijqr2113,1960-08-05,New Mexico,POSITIVE,33.33,95.68,finally found slimmer jean for my child who can not get into the skinny regular size jeans  but at the same time huskies are way too big for him  he loved thesethe wash is very cool  the material is soft and very stretchy and seemed to be comfortable  i wish they were an inch longer ,POSITIVE,97.66,NM,34.97273,-105.032363
783,tlby2112,1957-08-06,Oklahoma,POSITIVE,0.0,87.2,i bought these for my 14 year old son who is 115 pounds and 54 i bought the size 16 he loves them but i would have liked the length to be a bit longer as i think he is going to grow out of them by the spring  other than the length  the quality is good and they are very stylish ,POSITIVE,99.93,OK,35.007752,-97.092877
784,zhfr1233,1958-08-06,California,POSITIVE,16.67,77.17,my son lives in these jeans  he says he looks cool  i like them better than the stuff i used to buy at old navi,POSITIVE,99.89,CA,36.778261,-119.417932
785,jwds4222,1992-07-28,District of Columbia,NEUTRAL,50.0,0.0,the sleeve opening where it attaches to the jacket is way too large  the bottom of opening is half way to my waist  i returned it and ordered a different brandl,NEGATIVE,-99.0,DC,38.905985,-77.033418
786,itwx2411,1968-08-03,Wyoming,POSITIVE,0.0,90.92,my son loves these shoes  he couldnt wait to put them on  he said they were very comfortable and loved the look ,POSITIVE,99.98,WY,43.075968,-107.290284
787,oqtp3112,1995-07-28,Tennessee,POSITIVE,0.0,99.13,i received a free sample of yube lotion from a friend a few winters ago  and it is my absolute go to  it smooths in without any greasy feeling  and is very long lasting and hydrating  some people arent crazy about the camphor smell  but it does fade quickly  its a lifesaver in the boston winters  but i do use it year round  the lotion does it all  it works well under makeup and can repair cracked cuticles  i am singing its praises  i feel like i have an obligation to do so  i looked up the product online after my sample tube ran out and was happy to find it in stock at a nearby sephora  but i went out to pick up more the other day  and my usual sephora store no longer carries it  even the products not marked online only  i decided to order this sweet deal of a kit  because you get so much for the value  but i do wish more people were aware of how amazing this product is and that it would continue to be available for in store purchases ,NEGATIVE,-89.0,TN,35.517491,-86.580447
788,zlra2231,1986-07-30,Colorado,POSITIVE,16.67,88.07,i got a sample of the yube skin cream with a purchase  at first i was put off by the smell  i did however love the way my skin felt and how lightweight the cream was  i had just used my pmd on the top of my hands and then used the cream  even when not using the pdm i see a major improvement and also feel it  i have grown to be ok with the scent because it does fade away  this will be my new go to skin cream ,POSITIVE,99.71,CO,39.550051,-105.782067
789,zeau3314,1960-08-05,South Dakota,POSITIVE,0.0,62.49,received a sample of the cream moisturizer and it did great things for my lips  i bought this and now have a tube at home and work to keep my hands  and feet at home  hydrated ,POSITIVE,99.94,SD,43.969515,-99.901813
790,zfge4242,1995-07-28,California,POSITIVE,0.0,68.4,thinking about purchased the face scrub  made skin feel soft and didnt irritate skin  i have very sensitive skin and only use perfume free products ,POSITIVE,77.01,CA,36.778261,-119.417932
791,zsnl2112,1978-08-01,Iowa,POSITIVE,0.0,86.27,i love this brand and quality of the products  i just turned 25 and the older i get  the more sensitive my skin seems to get  especially  in the dry winter months where my skins gets very irritated  this is a great set for traveling and i am excited to see how these products will affect my skin in warmer months ,POSITIVE,99.91,IA,41.878003,-93.097702
792,vvbb2413,1991-07-29,Indiana,POSITIVE,33.33,96.26,i live in a very harsh and arid climate  southwestern part of nm  and we have been in a drought for years   its always been dry  but man oh man  its been worse than ever   these past few months have been horrendously dry to the point where everybody has allergies  eyesnosethroat dry out  skin is dry  etc  ive used many products for my super dry skin  and the climate just makes it worse   besides using actual coconut milk  which doesnt last very long  since it can get very bad in just 2 days   this product works wonders on my skin  i turn from miss desert reptile to miss hydrated  smooth  really  yube works extraordinary well  this set is perfect  ive bought yube in the past  the cream  and used up every last ounce of it  i recently bought this set and i love it  its a great deal for the two tubes of cream  which instantly smooths the skin out  especially on my face   the lip balm  which is actually helped me in using less chapsticks  lip balms  etc  normally i have to apply every five minutes  but not with yube   and the samples  which are really nice    a little bit of the product goes a long way  this product makes me feel great  which is helpful in the dry environment where i live ,POSITIVE,98.29,IN,40.551217,-85.602364
793,oczv1331,1998-07-27,New Jersey,POSITIVE,33.33,69.72,i got this set to split with my boyfriend  he uses it to soothe the irritated skin around his nose during allergy season  i am a massage therapist  i cut my nails very short and wash my hands very frequently  my cuticles were raw and shredded  yube cream is the only thing ive found that will help them heal  including antibiotic ointment  it is really moisturizing and silkening  the camphor smell does disipate quickly  but between that and the high price i wouldnt want to use it as an all over body moisturizer  for what it isa medicated cream to be used as neededit is excellent ,POSITIVE,90.02,NJ,40.058324,-74.405661
794,cpld3322,2000-07-26,Nebraska,POSITIVE,66.67,80.2,this is an amazing product  i could not endure a canadian winter without it  i use the cream on my hands and face and i put the lip therapy stick on underneath my lipstick  i introduced my assistant  an avid sledder whose skin is exposed to the harshest conditions  to the cream and she has fallen in love with it  this is an excellent set for the money ,POSITIVE,99.93,NE,41.492537,-99.901813
795,qcbf2414,2000-07-26,California,POSITIVE,16.67,92.94,this kit is such a great value  if you were to buy two of the small creams it would be 32 dollars and for 31 dollars  or around that price  you get two greams  a chapstick and lotion and body polish samples  ill review individual items on their own product pages but ill tell you right now that you should buy it  if you can handle the smell of camphor  which this whole collection smells like  you will be pleased  great results are worth it ,POSITIVE,99.93,CA,36.778261,-119.417932
796,smay1221,1978-08-01,Nevada,POSITIVE,0.0,93.3,this ring is handsome  it has a subtle brilliance  but is very manly  it has a gothic look  very classy  but it goes well with everything from jeans to dress pants  ive gotten lots of compliments ,POSITIVE,99.97,NV,38.80261,-116.419389
797,mtqc4412,1955-08-07,Hawaii,POSITIVE,33.33,91.34,i love hanes products and generally buy them whenever possible  these briefs are good  but i will say that they do seem to run small  i do like them  but i would suggest going up one size so that they might be more comfortable ,NEGATIVE,-97.0,HI,19.898682,-155.665857
798,mucx3333,1965-08-04,Arkansas,POSITIVE,33.33,89.32,the fabric seems a good qualityi chose the nude package and happy with the colorsth waist elastic is not gentle on my skin  seems too tight also  not much stretch to pull upthe whole panty runs small and i ordered one size upi gave it high value as i purchased on a great sale ,NEGATIVE,-97.0,AR,35.20105,-91.831833
799,jvsr1433,1984-07-30,Iowa,POSITIVE,16.67,44.04,quality s expected  shopping on line and picking the product up at the store is good ,POSITIVE,99.96,IA,41.878003,-93.097702
800,bycs1143,1993-07-28,Northern Mariana Islands,POSITIVE,16.67,50.95,i was disappointed with the fit  i purchased the 4 pkg in the same size as the bali briefs i purchased  bali fit was full coverage with no ride up and very comfortable  hanes was not full coverage for me ,NEGATIVE,-100.0,MP,15.19,145.75
801,lqvk1441,1986-07-30,Illinois,POSITIVE,50.0,88.32,these briefs are a great fit and the colors are really vibrant ,POSITIVE,99.99,IL,40.633125,-89.398528
802,qoed4212,1996-07-27,Georgia,POSITIVE,33.33,89.79,these panties are fantastic and the fact they are cotton is even better  good fit too ,POSITIVE,99.96,GA,32.157435,-82.907123
803,imhf2423,1986-07-30,New Jersey,POSITIVE,66.67,57.19,i dont wear these  however  my wife wears them and she states that she loves them ,POSITIVE,54.02,NJ,40.058324,-74.405661
804,nmpb1213,1993-07-28,Kansas,POSITIVE,33.33,64.78,im very pleased with these panties  when you get the right size  there is no binding or rideup  they are durable and comfortable ,POSITIVE,99.92,KS,39.011902,-98.484246
805,kbip3442,1960-08-05,Guam,POSITIVE,16.67,41.88,i was very happy with the look  very stylish  the only thing i found that was a small issue is the clasp to adjust the size was somewhat difficult ,NEGATIVE,-98.0,GU,13.444304,144.793732
806,gyfx2121,1977-08-01,Nevada,NEUTRAL,83.33,0.0,this runs a size small i am usually a 2x but needed a 3x,NEGATIVE,-99.0,NV,38.80261,-116.419389
807,utfy3224,1952-08-07,North Carolina,POSITIVE,16.67,19.01,runs small  would recommend  but order a size larger than you wear ,POSITIVE,74.39,NC,35.759573,-79.0193
808,efyc1434,1967-08-04,Wyoming,POSITIVE,33.33,91.53,i am glad these shorts were available in big and tall  these shorts are comfortable and true to size  my son loves to wear adidas ,POSITIVE,99.98,WY,43.075968,-107.290284
809,owpi4221,1956-08-06,New Mexico,POSITIVE,33.33,92.17,great fit and length for comfortable wear and two pockets make it worth the value ,POSITIVE,99.97,NM,34.97273,-105.032363
810,rsan3231,1963-08-05,Maine,POSITIVE,16.67,57.19,i bought them for my son  he loves them  i got name brand shorts for clearance too ,POSITIVE,95.62,ME,45.253783,-69.445469
811,hada2232,1976-08-01,Virginia,POSITIVE,0.0,57.19,bought these shorts for my husband and he loves them ,POSITIVE,99.98,VA,37.431573,-78.656894
812,pqsw2144,1998-07-27,Ohio,POSITIVE,0.0,92.01,these shorts are great for tall guy  my son loved them from minute he tried them on  not usually one to remark he said these are great  so i will invest in more in future ,POSITIVE,99.8,OH,40.417287,-82.907123
813,abca4443,1979-08-01,Montana,POSITIVE,16.67,72.69,shorts are true to size  the shorts are sharp looking and comfortable ,POSITIVE,99.98,MT,46.879682,-110.362566
814,ijaf1234,1998-07-27,Maine,POSITIVE,16.67,14.4,our son is five foot nine inches tall  weighs 285 pounds and has downs syndrome  just his size alone keeps him from wearing what other young men his age wear  he wants nothing more then to fit in  your big and tall section allows him to do just that  christmas 2014 at disney world hell be wearing both his adidas shorts and other walking shorts found in the store  dressed just like his two younger brotherinlaws    and fitting in  thanks jcp  for providing years of quality items for our family of five   now 7 with two new soninlaws ,POSITIVE,93.88,ME,45.253783,-69.445469
815,dacg4314,1956-08-06,New Hampshire,POSITIVE,16.67,90.22,my son says these are super comfortable and i say they are super affordable ,POSITIVE,99.92,NH,43.193852,-71.572395
816,tdzu3211,1987-07-30,South Carolina,NEGATIVE,66.67,-53.34,i have purchased many aerosoles and this was the first pair i did not like  the were not true to size  run a 12 size small and they are not as cushioned as other pairs i own ,NEGATIVE,-100.0,SC,33.836081,-81.163725
817,pabi2414,1980-07-31,Delaware,POSITIVE,33.33,74.77,i have a hard time finding a shoe that is flat that doesnt look like a work shoe  this shoe is very attractive  comfortable and made well  they should last a long time ,POSITIVE,95.2,DE,38.910832,-75.52767
818,dorb3343,1952-08-07,Vermont,POSITIVE,16.67,89.53,i really like this shoe  however  i should had ordered 12 size larger  they run small  its a stylish shoe for someone who loves comfort  like myself ,POSITIVE,95.9,VT,44.558803,-72.577841
819,gkxu1413,1979-08-01,North Carolina,POSITIVE,0.0,90.2,im honestly trying to give these shoes a chance  ive been wearing them around the house every day trying to break them in  i ordered my normal size which is 712 m they fit very tight in the toe area and are quickly rubbing a blister on one of my heels  i thought they might be a bit more cushy then they are  they are very pretty and do appear to be well made  i dont think i would order another pair ,POSITIVE,99.54,NC,35.759573,-79.0193
820,sclr3433,1997-07-27,Oregon,POSITIVE,16.67,87.46,havent worn yet  one shoe a little tight  an average shoe for casual wear  hope to stretch one shoe for a better fit ,NEGATIVE,-99.0,OR,43.804133,-120.554201
821,gcas1421,1956-08-06,Indiana,NEUTRAL,16.67,0.0,this shoe runs narrow  more than other aerosoles ive purchased ,NEGATIVE,-100.0,IN,40.551217,-85.602364
822,tbsg2412,1999-07-27,Washington,POSITIVE,50.0,93.59,very comfortable  i needed new fallwinter black dress casual shoes for work  love aerosoles brand shoes  i took a chance on these for the size i wear  it was perfect ,POSITIVE,99.95,WA,47.751074,-120.740139
823,qzfq4113,1991-07-29,Vermont,POSITIVE,33.33,62.49,this is a great shoe however it runs about half a size larger ,NEGATIVE,-96.0,VT,44.558803,-72.577841
824,jndv3233,1986-07-30,Louisiana,POSITIVE,16.67,89.34,im 64 shirt fits great and looks great  i recommend this brand,POSITIVE,99.98,LA,31.244823,-92.145024
825,gkma2131,1968-08-03,Colorado,POSITIVE,0.0,96.36,these are nice summer shorts  they have an elastic waistband but have the look of more traditional shorts  these run really really big though  beware  usually i wear around a 32 in pant sizes and i originally bought a 31 in these  they were extremely baggy  even after washing and drying  then i tried a 30  and those worked better  honestly i could probably even fit comfortably in the 29s  the 30s are still slightly baggy but i figure they may shrink some over time since they are 100  cotton  i know these shorts have an elastic waistband that stretches to fit a bit but even so the sizing is really really off  thats why i give them 3 stars only ,NEGATIVE,-99.0,CO,39.550051,-105.782067
826,lodh3331,1981-07-31,New Mexico,POSITIVE,50.0,88.07,my son loves the feel and it was a great value    ,POSITIVE,99.99,NM,34.97273,-105.032363
827,aahc4142,1967-08-04,Nebraska,NEUTRAL,0.0,0.0,i purchased this hoodie for a freshman in high school  its not just for younger boys ,POSITIVE,89.3,NE,41.492537,-99.901813
828,fpmo2132,1975-08-02,Vermont,POSITIVE,0.0,45.02,very comfortable not too warm  very soft  wish i could get another one but there arent any ,NEGATIVE,-96.0,VT,44.558803,-72.577841
829,tfsz3112,1964-08-04,Minor Outlying Islands,POSITIVE,0.0,92.87,this nightgown is beautiful  soft  and keeps you warm  its perfect  i now have 2 of them  love these nightgowns ,POSITIVE,99.99,MO,28.2075,-177.35
830,uazh3111,1984-07-30,Indiana,NEUTRAL,0.0,0.0,my comments reflect the difficulty i had regarding picking up my purchase  i made the purchase online on 111615  i was never notified of the availability to pick up my purchase  i called and was told the item had been there for 10 days  i picked it up todaythere should be a second check of notification to assure this doesnt happen ,NEGATIVE,-100.0,IN,40.551217,-85.602364
831,ibns1222,1997-07-27,Indiana,POSITIVE,0.0,92.99,i love this nightgown  it is light in weight  very soft  stays soft after washing  and keeps me warm  my legs get cold in winter and this keeps my legs nice and warm  i bought two and i am very happy with this purchase ,POSITIVE,99.98,IN,40.551217,-85.602364
832,uzci4142,1999-07-27,Louisiana,POSITIVE,16.67,91.69,a birthday present for my mom to keep her warm in those cold winter months in massachusetts  she was thrilled with the nightgown and flannel sheets  thanks for the complimentary free shipping ,POSITIVE,99.97,LA,31.244823,-92.145024
833,emic1314,1957-08-06,Guam,POSITIVE,16.67,54.02,very comfortable sandal that i can wear even to the mall  i am an older lady and hate old lady styles in most comfortable shoe brands  clarks got this sandal right ,POSITIVE,99.97,GU,13.444304,144.793732
834,qgmh4131,1982-07-31,Indiana,POSITIVE,16.67,66.82,these are sandals you can wear all day and beyond and very stylish  love these sandals ,POSITIVE,99.98,IN,40.551217,-85.602364
835,eymu1323,1969-08-03,Delaware,POSITIVE,33.33,98.31,ive had a hard time finding wedged sandals that are not only stylish  but comfortable and these do it all  i wore them to a function saturday evening and were comfortable all night long  i love them  i hope they dont stretch out as they wear  well see  but for now  love them ,POSITIVE,99.97,DE,38.910832,-75.52767
836,tlby2112,1957-08-06,Oklahoma,POSITIVE,33.33,95.84,now that spring is here i didnt have any new cute shoes to go with my boyfriend jeans and my other pants  i wanted a heel but my foot hurt every time i went too high  these shoes are super cute and comfortable  i even bought another color online  jcp only had black  i love my clarks ,POSITIVE,99.66,OK,35.007752,-97.092877
837,ttme1344,1979-08-01,Arkansas,POSITIVE,50.0,80.7,very comfortable and go with everything  perfect heel ,POSITIVE,99.98,AR,35.20105,-91.831833
838,hbza4412,1969-08-03,Louisiana,POSITIVE,0.0,87.28,these shoes are worth every penny  they are extremely comfortable  when i can put on a pair of shoes and wear them all day at work without any discomfort  im impressed ,POSITIVE,99.96,LA,31.244823,-92.145024
839,rhbg3322,1987-07-30,Massachusetts,POSITIVE,33.33,93.91,love these shoes  very comfortable  and for me runs true to size  very happy with purchase ,POSITIVE,99.99,MA,42.407211,-71.382437
840,pakf4133,1991-07-29,South Dakota,POSITIVE,33.33,85.34,these clarks are so comfortable  they look great with pants and dresses  the wedge gives just the right amount of height,POSITIVE,99.99,SD,43.969515,-99.901813
841,rumn3323,1992-07-28,Kansas,POSITIVE,50.0,97.82,this is a great looking  super versatile shoe  my husband wanted something that he could be comfortable in  but still meets the business casual dress code at work for the summer  these fit the bill  plus  he loves that theyre not heavy and bulky  theyre light weight but supportive for him  definitely recommend  and  as always  the jcp price was right ,POSITIVE,99.97,KS,39.011902,-98.484246
842,gauf3223,1973-08-02,Illinois,POSITIVE,16.67,53.56,very lite shoe very comf  very good price i dwould recomend it,POSITIVE,62.76,IL,40.633125,-89.398528
843,rdvd3441,1969-08-03,Delaware,NEGATIVE,16.67,-27.48,my husband bought and utilized over a weekend trip in nyc with no foot complaints after walking many miles  highly recommend for those looking for an extra comfy shoe ,POSITIVE,99.38,DE,38.910832,-75.52767
844,mzgd2423,1990-07-29,Texas,POSITIVE,66.67,92.46,i love these altho on the picture they look like knee length  i am short but usually wear reg size length jeans  these are right below my calf which is where i like capris  love the little touch of blink on the pocket,POSITIVE,99.07,TX,31.968599,-99.901813
845,nhtn1242,1966-08-04,Oklahoma,POSITIVE,16.67,39.19,was looking for shorter length capris to take on a cruise  these are just what i was looking for  hit right below the knee  i ordered them in white  pink  and aqua and like all three colorsive always found gloria vanderbilt pants to run true to size and these did  also  since im plus size  i would have preferred that they had been plain  but it wasnt a big deal ,POSITIVE,98.71,OK,35.007752,-97.092877
846,chfw3322,1992-07-28,West Virginia,POSITIVE,33.33,86.25,gloria vanderbilt amanda jeans and capris fit better on me than any other brand i have purchased  the color was just as i expected and i love the bling on the back pocket ,POSITIVE,99.72,WV,38.597626,-80.454903
847,bqdr4432,1994-07-28,Vermont,POSITIVE,0.0,88.34,skimmer capri plus size fit perfect  they have elastic give in the material they are great for people with bigger hips ,POSITIVE,99.98,VT,44.558803,-72.577841
848,yegt2433,1980-07-31,Kansas,POSITIVE,16.67,85.55,i love these capris  penneys had the best price around ,POSITIVE,99.96,KS,39.011902,-98.484246
849,glya4422,1956-08-06,Mississippi,POSITIVE,66.67,91.36,great fit  true to size and comfortable  would buy again ,POSITIVE,99.98,MS,32.354668,-89.398528
850,woyd3131,1988-07-29,Iowa,POSITIVE,83.33,72.69,i have bought this brand for several years and always loved them  this pair  not so  when new the fit was good  when washed the fit was still good  no shrinkage  then i wore them out for about 3 hrs and when i got home and looked in the mirror they were extremely wrinkled and baggy in the seat and knees  seems they need a little more stretch in the fabric to hold its shape  sorry  but i had to return them ,NEGATIVE,-99.0,IA,41.878003,-93.097702
851,xhfq1322,1951-08-08,Maryland,POSITIVE,33.33,73.51,i have been looking for that perfect fit pair of capris and now have found it  i actually bought three pair different colors of cours,POSITIVE,99.24,MD,39.045755,-76.641271
852,bgiu2442,1997-07-27,American Samoa,POSITIVE,16.67,86.89,my son needed pants for school concerts  these were perfect  they are comfortable  look nice ,POSITIVE,99.98,AS,-14.275632,-170.702042
853,iohv2312,1962-08-05,New Jersey,POSITIVE,16.67,94.23,the store gave me great help with finding the perfect fit for my son they gave good customer servic,POSITIVE,99.95,NJ,40.058324,-74.405661
854,xqgr3331,1983-07-31,Connecticut,NEUTRAL,33.33,0.0,jc penney is one of a few retailers that carry 20 slim ,POSITIVE,99.25,CT,41.603221,-73.087749
855,oymi2411,1975-08-02,Colorado,NEGATIVE,0.0,-69.15,the izod pants are very nice  they were delivered when they were supposed to be  i have the same pants in navy and black and have had no problems with them  i have woren this still from izod for a few years now and have had no problems with them ,POSITIVE,99.46,CO,39.550051,-105.782067
856,uazd4143,1960-08-05,North Dakota,POSITIVE,0.0,85.91,these are as described and fit him nicely  great price and speedy delivery ,POSITIVE,99.98,ND,47.551493,-101.002012
857,zaug2441,1983-07-31,Maine,NEUTRAL,16.67,0.0,boys pants were as ordered  had to trade slim for husky as we needed the extra leg space ,NEGATIVE,-100.0,ME,45.253783,-69.445469
858,gaxa1231,1954-08-07,Mississippi,POSITIVE,16.67,93.45,these pants are for a grandson and they are a great weight and quality material  so glad that even the slim sizes have the adjustable waist  as he is tall and slender  the fit is excellent due to this feature ,POSITIVE,99.98,MS,32.354668,-89.398528
859,bzgw3443,1959-08-06,Washington,POSITIVE,50.0,12.8,ordered husky style  son typically were size 12 husky in other brands with no issues  legs on these pants were so tapered he couldnt get them on  tight through the upper legs and seat area  definitely not a husky product ,NEGATIVE,-100.0,WA,47.751074,-120.740139
860,yguy2441,1961-08-05,Tennessee,POSITIVE,33.33,70.03,my daughter loves these pants  they work well with the school uniform ,POSITIVE,99.96,TN,35.517491,-86.580447
861,qkqm2413,1954-08-07,Alabama,POSITIVE,83.33,93.25,love these pants  they work great for work and fit well  the only issue im having is theyre never in stock  ive been checking for a few weeks and have yet to see anything above size 8 in stock  and although it claims theyre in stock in the store i frequent  theyre not  ive driven there and checked myself as well as calling and asking ,POSITIVE,57.39,AL,32.318231,-86.902298
862,bojw4121,1987-07-30,North Dakota,POSITIVE,16.67,85.19,i purchased these for my daughter who wears a size 13 but had to return them for a larger size  i ordered the next size 15  they feel and fit perfect ,POSITIVE,99.9,ND,47.551493,-101.002012
863,hcne4422,1978-08-01,Louisiana,POSITIVE,33.33,89.57,i love wearing these for work  theyre a great fit and dont stretch out too much  i can wear these with almost anything ,POSITIVE,99.59,LA,31.244823,-92.145024
864,pcfr3222,1986-07-30,New York,POSITIVE,0.0,71.84,they are pretty nice you have to get them bigger then you will get the normally size you would get in your jeans  ,POSITIVE,99.67,NY,43.299428,-74.217933
865,fkdp1413,1970-08-03,Michigan,POSITIVE,0.0,96.36,my teenage daughter loves these pants and wears them every day to school  work  they fit nice and look sharp  but when i went back to replace a pair that wore out   hoped to stock up while on sale   i was disappointed to be only able to one pair in her size this time  it arrived promptly  and fits great just like the previous pants  but we sure hope they come back in stock ,POSITIVE,99.47,MI,44.314844,-85.602364
